Weight_kg,Horsepower,Cylinders,Fuel_Type,Road_Type,Age_years,Mileage_km_per_l
1720,141,5,Petrol,City,15,12
1633,162,5,Petrol,City,11,12
841,52,6,Diesel,Highway,9,20.39
2449,156,3,Petrol,Highway,25,12
831,112,3,Diesel,Highway,25,16.29
1388,183,5,Diesel,City,2,14.51
1907,151,5,Diesel,City,7,13.77
1314,64,4,Diesel,Highway,16,18.35
1358,248,5,Diesel,City,7,12.46
1401,220,5,Petrol,Highway,4,12.32
1375,140,6,Petrol,City,5,12
1325,130,3,Petrol,City,14,12
799,195,3,Diesel,City,22,12.31
1544,199,4,Petrol,City,7,12
678,110,3,Petrol,Highway,13,14.39
1555,169,6,Diesel,City,18,12.03
2478,110,6,Diesel,Highway,10,16.09
1455,102,4,Petrol,City,2,12.32
1796,75,5,Diesel,Highway,13,17.67
1066,164,5,Diesel,Highway,2,18.8
1180,89,6,Petrol,Highway,15,13.23
2039,137,4,Petrol,City,5,12
1539,165,6,Diesel,Highway,22,14.11
1048,185,3,Diesel,Highway,11,17.09
686,70,3,Petrol,City,6,13.38
700,92,6,Petrol,Highway,19,13.08
1631,70,5,Petrol,City,15,12
1444,180,3,Diesel,Highway,4,17.94
1823,80,4,Petrol,Highway,7,14.25
2128,204,5,Petrol,Highway,23,12
686,76,3,Petrol,City,22,12
642,122,6,Diesel,Highway,17,17.25
2008,234,5,Diesel,Highway,10,14.24
2244,146,5,Petrol,City,22,12
2058,210,3,Diesel,City,17,12
1007,139,4,Petrol,City,11,12
2106,93,3,Petrol,City,21,12
1263,92,3,Petrol,City,22,12
1640,80,3,Diesel,City,16,14.47
2268,166,3,Petrol,City,7,12
747,242,3,Diesel,Highway,8,16.58
876,125,6,Diesel,Highway,16,17.05
831,194,3,Petrol,Highway,16,12.16
2449,192,4,Diesel,City,25,12
965,83,5,Petrol,Highway,22,12.66
1851,129,6,Petrol,City,23,12
2274,53,4,Petrol,Highway,4,14.59
1035,121,3,Petrol,Highway,7,14.7
998,147,4,Diesel,City,17,13.61
1834,159,5,Petrol,Highway,3,13.12
2014,77,4,Petrol,City,17,12
1098,250,3,Petrol,Highway,11,12
1139,179,5,Petrol,City,8,12
1162,66,3,Diesel,City,19,14.83
2114,107,3,Diesel,City,7,14.79
1041,176,6,Petrol,City,18,12
1884,58,5,Diesel,Highway,21,16.26
1372,80,5,Petrol,City,15,12
949,243,3,Petrol,Highway,19,12
1975,137,4,Petrol,Highway,3,13.57
1119,111,5,Diesel,Highway,16,17.28
1943,68,4,Petrol,City,15,12
737,130,4,Diesel,City,5,16.32
2173,156,5,Diesel,City,14,12.32
2246,104,4,Petrol,City,24,12
1591,205,5,Diesel,Highway,2,16.88
967,161,6,Petrol,City,4,12
1843,172,5,Diesel,City,20,12
1960,227,5,Diesel,Highway,13,13.98
1846,114,5,Diesel,Highway,16,16.12
2271,173,6,Diesel,City,12,12
2391,52,4,Petrol,Highway,5,14.29
959,229,6,Petrol,City,22,12
1520,187,4,Petrol,City,25,12
928,70,5,Petrol,Highway,21,13.08
1561,86,5,Petrol,City,12,12
1062,64,6,Petrol,Highway,8,14.94
1545,136,6,Petrol,Highway,5,13.43
1562,169,6,Diesel,Highway,3,17.41
2184,186,6,Diesel,City,22,12
2427,93,5,Petrol,City,13,12
2005,88,5,Petrol,City,4,12
1435,182,3,Diesel,Highway,21,14.73
2213,74,6,Diesel,City,8,14.46
2240,105,6,Petrol,City,4,12
768,170,4,Petrol,Highway,7,13.82
816,139,4,Diesel,Highway,3,20.01
977,113,5,Diesel,Highway,4,19.94
718,249,3,Diesel,City,24,12
789,229,6,Diesel,Highway,8,16.11
1366,138,3,Diesel,Highway,13,17.4
969,161,3,Petrol,Highway,13,13.07
2401,125,5,Diesel,City,9,13.33
748,186,3,Petrol,City,20,12
2299,187,6,Diesel,Highway,20,13.04
1251,59,5,Petrol,Highway,5,15.51
2482,250,3,Petrol,City,14,12
2111,111,5,Petrol,City,5,12
1369,139,5,Petrol,City,3,12
973,109,4,Petrol,Highway,1,15.75
1380,196,5,Diesel,City,10,13.08
2316,156,3,Petrol,Highway,15,12
759,87,4,Diesel,City,17,15.08
950,183,6,Petrol,City,12,12
1911,192,6,Diesel,Highway,14,14.44
1911,96,6,Petrol,City,24,12
1491,222,6,Petrol,Highway,4,12
1849,182,6,Diesel,City,11,12.46
1122,127,3,Diesel,Highway,15,17.63
1121,102,5,Diesel,City,14,14.62
1382,243,4,Diesel,Highway,18,13.75
872,111,5,Diesel,Highway,22,16.39
1535,72,5,Petrol,Highway,9,14.25
2025,93,3,Petrol,Highway,15,12.76
782,101,3,Petrol,Highway,21,13.11
2288,95,3,Diesel,Highway,3,18.88
1087,196,4,Petrol,City,20,12
2450,133,3,Diesel,City,13,12.93
1445,96,5,Petrol,Highway,2,14.99
723,140,4,Diesel,Highway,15,17.65
1584,101,3,Diesel,City,14,14.49
2249,73,3,Petrol,Highway,7,14.02
1389,194,3,Diesel,City,4,14.41
1013,138,5,Petrol,City,4,12
2348,223,3,Petrol,Highway,24,12
1795,113,5,Diesel,Highway,10,17.38
1911,168,4,Petrol,Highway,21,12
2058,205,3,Diesel,Highway,19,13.77
1285,227,6,Diesel,City,13,12
712,113,6,Petrol,City,6,12.04
1487,205,5,Diesel,Highway,8,15.99
721,135,3,Diesel,Highway,10,19.11
2167,105,3,Petrol,City,17,12
1845,108,6,Diesel,Highway,9,17.34
2254,182,4,Diesel,City,14,12
638,231,4,Diesel,Highway,20,14.59
1096,221,5,Diesel,City,5,13.61
1379,219,6,Petrol,City,3,12
1856,249,5,Petrol,City,9,12
1542,174,5,Petrol,City,12,12
2153,234,4,Petrol,Highway,22,12
748,96,6,Petrol,Highway,1,15.84
2020,170,5,Petrol,City,25,12
1621,202,4,Diesel,City,11,12.73
1260,151,4,Diesel,City,5,15.14
2261,93,3,Diesel,Highway,19,15.85
901,64,6,Diesel,Highway,4,21.08
1983,154,6,Diesel,Highway,12,15.53
837,100,3,Petrol,Highway,16,13.9
1246,102,5,Petrol,Highway,16,12.97
1262,83,4,Diesel,City,21,13.82
835,173,4,Petrol,Highway,1,14.56
2359,126,4,Petrol,Highway,3,13.28
802,185,3,Petrol,Highway,23,12
855,172,4,Petrol,Highway,25,12
1197,119,5,Petrol,City,22,12
1261,70,5,Diesel,City,20,14.01
834,157,3,Diesel,City,15,14.15
1968,157,5,Petrol,Highway,20,12
1133,184,6,Petrol,City,25,12
1459,139,6,Petrol,City,17,12
2420,128,4,Diesel,Highway,22,14.12
2404,233,4,Petrol,City,4,12
2089,226,6,Petrol,Highway,3,12
1369,91,5,Petrol,City,11,12
1140,200,3,Petrol,Highway,1,13.83
812,101,4,Diesel,City,5,16.87
1062,151,4,Diesel,City,4,15.57
1035,154,6,Petrol,Highway,20,12
882,128,6,Diesel,City,8,15.18
2185,161,3,Petrol,Highway,11,12
2230,230,4,Diesel,City,11,12
2086,153,5,Petrol,Highway,18,12
2030,65,5,Diesel,City,10,14.79
687,145,6,Petrol,City,13,12
1667,86,3,Petrol,City,20,12
1060,195,6,Petrol,Highway,16,12
877,197,3,Petrol,Highway,17,12
2306,95,5,Diesel,Highway,18,15.45
1020,51,3,Diesel,City,3,18.32
2324,168,5,Diesel,Highway,1,16.83
1976,136,3,Diesel,Highway,2,18.58
1295,143,6,Petrol,City,23,12
1114,240,5,Diesel,Highway,6,15.97
1302,52,4,Diesel,Highway,18,18.21
2253,223,4,Diesel,Highway,17,13.26
618,160,5,Diesel,City,14,14.08
622,226,4,Petrol,Highway,25,12
1012,50,5,Petrol,Highway,17,13.99
1653,154,6,Diesel,Highway,21,14.37
2430,71,6,Diesel,City,25,12
707,191,3,Petrol,Highway,9,13.37
1990,222,4,Petrol,City,22,12
1904,183,4,Diesel,Highway,19,14.23
1751,114,4,Diesel,City,2,15.74
1852,70,5,Diesel,Highway,3,19.72
1734,53,6,Diesel,Highway,16,17.37
735,180,4,Petrol,City,16,12
961,162,3,Petrol,City,1,12.14
1809,79,4,Petrol,Highway,19,12.45
2279,80,3,Petrol,Highway,18,12.22
2207,211,4,Petrol,Highway,24,12
728,69,4,Petrol,Highway,10,15.41
2499,103,6,Diesel,Highway,23,13.87
1884,175,3,Petrol,Highway,17,12
1114,202,4,Diesel,City,1,14.82
1048,64,3,Petrol,City,5,13.21
1727,215,3,Diesel,City,4,13.53
2106,200,6,Petrol,City,24,12
1847,229,6,Petrol,Highway,24,12
2455,243,3,Diesel,City,19,12
1473,234,6,Diesel,City,21,12
2489,106,4,Diesel,City,7,14.07
2114,128,4,Diesel,City,8,14.01
1072,229,6,Petrol,Highway,19,12
1633,212,3,Petrol,City,8,12
2028,63,4,Petrol,City,9,12
901,140,5,Petrol,Highway,19,12.24
830,63,3,Petrol,Highway,18,14.24
2354,148,3,Diesel,City,14,12.63
1522,82,5,Petrol,City,18,12
1689,229,5,Petrol,City,5,12
1536,50,3,Diesel,Highway,1,21.91
711,83,5,Petrol,City,6,12.73
1636,68,6,Diesel,Highway,7,19.04
2016,201,6,Petrol,Highway,5,12
1099,53,3,Petrol,City,8,12.91
1531,213,6,Petrol,City,6,12
1197,126,4,Diesel,Highway,1,20.13
833,107,6,Diesel,Highway,25,15.66
1201,209,6,Diesel,Highway,12,15.35
913,186,5,Petrol,Highway,5,13.41
1165,152,6,Diesel,Highway,5,18.1
1635,116,3,Petrol,Highway,15,12.83
808,165,6,Petrol,City,17,12
1637,197,6,Diesel,City,5,13.26
2256,169,3,Diesel,City,19,12
2041,239,3,Diesel,City,10,12
2060,235,5,Petrol,Highway,3,12
2000,71,4,Diesel,Highway,11,18.1
1643,161,6,Petrol,City,8,12
1186,244,4,Petrol,City,25,12
2378,124,5,Diesel,City,13,12.79
2358,225,3,Petrol,City,6,12
1614,185,3,Diesel,City,3,14.47
1693,250,3,Petrol,Highway,24,12
2447,192,5,Petrol,Highway,19,12
1834,81,6,Petrol,City,7,12
1724,230,5,Diesel,City,2,13.09
1297,116,3,Petrol,City,22,12
731,53,6,Petrol,City,24,12
2246,79,3,Petrol,City,19,12
2004,62,3,Diesel,City,13,14.83
1755,70,5,Petrol,City,25,12
1643,90,5,Petrol,City,11,12
1135,170,4,Diesel,Highway,9,17.47
1613,68,3,Petrol,City,19,12
826,97,6,Diesel,City,19,14
1777,135,3,Diesel,City,21,12.48
2428,112,6,Diesel,Highway,25,13.44
2365,197,4,Petrol,City,14,12
2092,241,3,Petrol,Highway,12,12
1421,86,6,Petrol,City,1,12.36
1470,80,6,Petrol,Highway,1,15.19
1004,123,4,Petrol,Highway,17,12.92
801,195,5,Petrol,City,4,12
637,156,4,Diesel,City,13,14.53
1541,152,6,Diesel,City,23,12
2395,159,4,Diesel,Highway,11,15.45
787,69,5,Petrol,Highway,18,13.76
1680,188,3,Diesel,City,12,12.99
1540,135,4,Diesel,Highway,19,15.77
1643,93,4,Petrol,City,20,12
872,131,3,Petrol,Highway,1,15.65
1742,113,4,Diesel,City,18,13.2
1182,171,5,Diesel,City,2,15.05
1115,211,6,Petrol,Highway,11,12
1844,136,4,Diesel,Highway,15,16.07
1125,114,3,Diesel,Highway,15,17.95
2138,104,3,Petrol,Highway,6,13.76
2351,123,4,Diesel,Highway,4,17.61
2364,166,3,Petrol,City,12,12
935,178,6,Petrol,City,23,12
1297,215,6,Diesel,Highway,11,15.25
1678,186,3,Diesel,Highway,8,16.68
1099,144,4,Petrol,Highway,2,14.7
1499,248,4,Petrol,City,16,12
1365,194,3,Diesel,City,2,14.75
1135,148,6,Petrol,City,21,12
761,161,6,Diesel,City,4,15.27
2293,101,4,Diesel,City,2,15.21
1193,195,6,Petrol,City,25,12
758,240,5,Diesel,City,9,13.02
1811,82,6,Diesel,Highway,13,17.21
659,53,4,Petrol,City,20,12
1514,136,6,Diesel,City,2,15.12
2440,124,6,Petrol,City,19,12
1942,229,3,Petrol,City,8,12
810,58,5,Diesel,Highway,11,20.15
1005,113,3,Petrol,Highway,8,14.74
1263,79,6,Petrol,Highway,16,13.15
1732,185,6,Diesel,Highway,23,13.29
1699,182,3,Diesel,City,20,12
1141,125,5,Diesel,Highway,17,16.72
1937,240,4,Diesel,City,25,12
1597,178,3,Petrol,Highway,15,12
1740,64,6,Petrol,Highway,7,14.21
1526,138,6,Petrol,Highway,1,13.98
1467,215,4,Diesel,City,14,12.23
2327,219,6,Petrol,Highway,16,12
618,177,6,Diesel,Highway,21,15.21
1031,223,4,Diesel,Highway,3,17.33
2308,230,6,Diesel,City,18,12
1339,75,6,Petrol,City,19,12
1973,110,5,Petrol,City,6,12
782,172,3,Diesel,City,23,12.6
712,116,5,Diesel,City,9,15.73
1806,231,5,Diesel,Highway,13,14.1
1080,199,6,Diesel,City,12,12.87
1769,75,3,Petrol,Highway,15,13.38
1430,132,3,Petrol,City,7,12
2251,157,6,Diesel,Highway,12,15.07
1736,160,5,Petrol,City,17,12
1362,109,5,Diesel,Highway,13,17.57
1075,88,5,Diesel,City,23,13.39
1362,172,3,Diesel,City,17,12.91
1926,85,6,Diesel,City,8,14.65
1570,70,3,Petrol,Highway,18,13.23
2448,218,5,Diesel,City,2,12.45
1619,167,3,Petrol,Highway,17,12
1741,97,3,Diesel,Highway,25,15.33
2436,75,6,Diesel,City,12,13.52
760,240,6,Petrol,Highway,13,12
1000,85,3,Petrol,City,15,12
797,201,4,Petrol,Highway,11,12.59
1883,177,6,Diesel,City,24,12
1259,198,4,Diesel,Highway,9,16.57
2375,195,6,Petrol,Highway,8,12
1670,64,5,Petrol,City,20,12
998,128,4,Diesel,City,25,12.63
2333,183,5,Diesel,Highway,15,14.12
2182,220,5,Petrol,Highway,24,12
677,208,3,Petrol,City,17,12
723,77,5,Diesel,Highway,14,19.15
674,185,5,Diesel,Highway,5,18.27
2494,206,5,Diesel,Highway,16,13.26
736,198,5,Diesel,Highway,25,14.07
1201,169,3,Diesel,Highway,8,17.85
2023,137,3,Petrol,City,17,12
1436,235,5,Diesel,Highway,22,12.99
2128,237,4,Petrol,City,11,12
1099,227,6,Diesel,Highway,22,13.34
2196,80,4,Diesel,City,18,13.21
737,96,5,Diesel,City,2,17.36
649,83,3,Diesel,City,1,18.53
2394,51,5,Petrol,Highway,22,12
1572,155,5,Diesel,Highway,9,16.91
2242,244,3,Diesel,City,8,12
2248,143,4,Diesel,Highway,21,14.24
2485,121,6,Petrol,City,24,12
853,101,5,Diesel,City,2,17.08
2253,184,3,Diesel,Highway,12,15.16
1309,196,6,Petrol,Highway,6,12.43
2472,139,6,Diesel,Highway,2,16.85
2500,141,6,Petrol,Highway,24,12
1162,192,3,Petrol,City,12,12
1356,127,5,Diesel,City,18,13.2
2049,225,3,Diesel,Highway,5,15.66
1146,174,5,Petrol,City,13,12
1925,191,4,Diesel,Highway,23,13.34
1521,180,6,Diesel,City,23,12
1180,99,5,Petrol,Highway,4,14.97
1972,142,4,Petrol,Highway,8,12.79
2455,173,3,Diesel,City,23,12
648,103,6,Diesel,Highway,10,19.18
1516,183,5,Diesel,City,21,12
1697,226,6,Diesel,City,14,12
1303,200,6,Petrol,City,20,12
860,127,6,Diesel,Highway,2,19.86
955,127,3,Diesel,City,2,16.85
2205,69,6,Diesel,City,4,15.2
2225,140,5,Petrol,Highway,24,12
1883,237,3,Petrol,Highway,11,12
1237,148,4,Diesel,Highway,22,15.32
1342,222,5,Petrol,City,9,12
1918,238,3,Petrol,City,18,12
1609,105,5,Diesel,City,23,12.49
1530,51,5,Petrol,Highway,17,13.35
1240,154,4,Petrol,Highway,2,14.31
1391,222,3,Diesel,City,25,12
1936,217,6,Petrol,Highway,24,12
1211,161,5,Petrol,City,25,12
2461,73,5,Diesel,Highway,7,17.77
1408,206,5,Diesel,Highway,12,15.38
1805,244,5,Petrol,Highway,16,12
1285,158,5,Diesel,Highway,10,17.09
2451,117,3,Diesel,City,11,13.52
1987,163,5,Petrol,City,9,12
787,243,5,Petrol,City,4,12
2192,133,5,Diesel,City,16,12.41
2166,231,6,Diesel,City,19,12
2219,230,6,Diesel,Highway,20,12.29
2287,98,3,Petrol,Highway,5,13.81
1584,81,5,Petrol,Highway,12,13.56
1147,110,5,Petrol,Highway,10,13.87
1324,219,4,Diesel,City,14,12.31
1525,178,6,Petrol,City,20,12
2031,240,4,Petrol,Highway,20,12
1475,151,5,Diesel,City,12,13.55
1217,84,5,Petrol,City,23,12
1013,100,4,Diesel,City,4,16.78
1965,248,3,Diesel,Highway,20,12.8
1843,94,3,Diesel,City,25,12.45
1502,126,4,Diesel,Highway,9,18.01
762,162,5,Diesel,City,14,13.87
1843,114,4,Petrol,Highway,5,13.89
869,63,6,Diesel,Highway,9,20.06
1231,142,3,Diesel,Highway,2,19.72
1505,180,4,Diesel,Highway,12,16.11
2471,73,3,Diesel,Highway,12,17.31
2023,114,6,Petrol,City,13,12
1805,225,5,Petrol,Highway,21,12
2241,187,5,Petrol,City,11,12
2352,62,5,Petrol,City,23,12
804,250,3,Diesel,Highway,8,16.28
1181,191,6,Diesel,City,21,12
2179,149,4,Diesel,City,12,12.93
1440,187,5,Petrol,City,9,12
2436,217,3,Diesel,Highway,12,14.15
1851,200,5,Petrol,City,11,12
2319,148,6,Diesel,City,19,12
2242,104,4,Diesel,Highway,8,17.51
1195,112,5,Petrol,Highway,25,12
2473,120,6,Diesel,City,7,13.41
849,219,3,Diesel,City,21,12
1474,148,6,Diesel,City,25,12
2064,115,3,Diesel,City,14,13.6
2156,128,5,Diesel,City,24,12
795,122,5,Petrol,Highway,24,12
1289,96,6,Diesel,Highway,22,15.88
2142,130,3,Diesel,City,2,15.07
1693,175,6,Petrol,City,20,12
1238,101,6,Diesel,City,12,14.6
2022,195,5,Diesel,City,1,13.58
1271,195,5,Diesel,Highway,21,14.22
2383,201,5,Diesel,Highway,10,14.47
1826,72,6,Diesel,City,1,16.18
1771,189,6,Diesel,City,22,12
2095,200,4,Petrol,Highway,10,12
2278,70,4,Petrol,Highway,8,13.68
1543,113,6,Diesel,Highway,13,16.93
798,121,4,Diesel,City,14,14.88
2049,211,6,Diesel,City,10,12
2289,179,5,Diesel,City,1,13.56
1091,118,3,Diesel,Highway,6,19.8
1495,208,5,Petrol,City,12,12
741,117,6,Diesel,Highway,20,16.6
1936,247,5,Petrol,Highway,15,12
764,196,6,Diesel,City,13,13.13
913,177,6,Petrol,Highway,15,12
620,156,4,Petrol,Highway,25,12
1705,158,6,Petrol,City,16,12
2204,121,3,Petrol,City,24,12
1754,152,4,Diesel,Highway,12,16.41
2222,190,3,Diesel,City,20,12
2353,114,6,Diesel,Highway,11,16.03
1583,183,5,Diesel,Highway,12,15.68
904,248,6,Diesel,City,2,13.45
970,161,6,Petrol,Highway,22,12
2480,204,5,Diesel,Highway,3,15.38
1452,128,5,Petrol,Highway,17,12.15
983,229,3,Diesel,Highway,14,15.51
1044,175,4,Petrol,City,7,12
1024,170,4,Diesel,Highway,20,15.51
760,136,4,Petrol,City,14,12
1801,97,3,Petrol,Highway,9,13.87
1228,137,3,Diesel,City,10,14.9
2331,117,5,Petrol,City,11,12
1494,221,4,Petrol,Highway,11,12
1089,150,6,Diesel,Highway,19,15.58
1616,66,3,Petrol,City,13,12
926,87,6,Petrol,Highway,10,14.35
1197,187,4,Diesel,Highway,16,15.64
1614,103,4,Petrol,City,10,12
888,183,3,Petrol,Highway,10,13.18
1192,183,3,Petrol,City,12,12
2287,101,5,Petrol,City,1,12
2196,64,6,Diesel,Highway,18,16.01
1172,117,5,Diesel,Highway,20,16.25
1977,234,5,Diesel,Highway,11,14.12
627,161,6,Diesel,City,7,14.96
1553,233,4,Diesel,Highway,14,14.43
642,153,6,Diesel,City,8,14.95
2304,56,4,Petrol,Highway,4,14.49
1022,100,5,Petrol,City,3,12.51
2221,107,4,Petrol,Highway,10,12.82
776,241,4,Diesel,Highway,9,16.14
1128,158,4,Diesel,City,15,13.57
2233,160,6,Petrol,Highway,8,12
1565,203,4,Petrol,City,13,12
2117,235,6,Diesel,Highway,22,12.01
797,80,3,Petrol,Highway,25,12.78
1209,243,3,Diesel,Highway,24,13.14
2200,141,5,Petrol,City,7,12
1441,155,5,Diesel,Highway,13,16.36
1452,62,6,Petrol,Highway,6,14.79
2140,195,4,Diesel,Highway,10,15.18
2137,168,4,Petrol,Highway,19,12
621,190,3,Diesel,City,11,14.37
1735,164,6,Petrol,Highway,16,12
1680,201,4,Petrol,City,22,12
1689,106,4,Petrol,Highway,20,12
1441,175,6,Diesel,City,21,12
697,206,5,Petrol,City,23,12
1767,233,6,Petrol,Highway,14,12
1034,103,6,Diesel,City,23,12.97
1236,182,4,Petrol,Highway,9,12.76
2302,212,3,Petrol,Highway,16,12
1709,68,4,Petrol,City,9,12
1187,232,4,Petrol,City,6,12
943,126,4,Petrol,City,6,12
1917,118,6,Petrol,Highway,18,12
1170,93,6,Petrol,City,24,12
2273,87,4,Diesel,City,19,12.84
1210,111,4,Petrol,Highway,17,12.9
2327,71,3,Diesel,Highway,4,19.21
842,122,5,Petrol,City,21,12
2454,217,4,Diesel,Highway,19,12.81
1160,203,6,Diesel,City,23,12
1559,174,5,Petrol,Highway,21,12
631,54,5,Diesel,City,11,16.79
990,103,3,Petrol,City,21,12
876,135,5,Diesel,City,22,12.95
1131,226,4,Diesel,City,11,12.81
1777,52,4,Diesel,City,11,15.46
982,87,6,Diesel,Highway,22,16.51
1691,191,4,Petrol,City,25,12
1483,224,4,Petrol,City,19,12
813,191,3,Diesel,City,8,14.59
2278,122,5,Diesel,City,23,12
975,87,3,Petrol,Highway,16,13.97
1343,241,5,Diesel,City,25,12
812,221,3,Diesel,City,21,12
678,174,6,Petrol,Highway,23,12
2349,119,3,Diesel,Highway,8,17.24
1227,114,3,Diesel,City,9,15.55
1203,74,6,Diesel,City,24,13.11
1381,65,4,Petrol,Highway,12,14.31
2004,64,4,Diesel,City,12,14.74
1600,180,6,Diesel,City,2,14.08
1279,244,6,Petrol,City,6,12
657,86,3,Petrol,Highway,4,16.42
2419,232,6,Petrol,Highway,13,12
1649,174,6,Petrol,City,4,12
1480,162,5,Petrol,Highway,9,12.66
1046,215,5,Diesel,Highway,7,16.55
665,240,4,Diesel,Highway,6,16.85
2383,50,6,Diesel,City,18,13.07
1877,120,3,Diesel,Highway,15,16.63
1667,152,4,Diesel,Highway,16,15.79
1720,68,4,Petrol,Highway,1,15.56
2177,101,4,Petrol,City,10,12
1611,167,6,Petrol,Highway,4,12.9
826,207,6,Petrol,City,25,12
1373,156,3,Diesel,Highway,4,18.7
1278,104,3,Petrol,City,18,12
2059,63,4,Diesel,Highway,13,17.77
2414,62,6,Diesel,Highway,24,14.56
1200,133,3,Petrol,City,22,12
978,139,5,Diesel,City,1,16.2
1801,76,5,Petrol,Highway,20,12.16
2050,138,4,Petrol,City,10,12
1308,186,5,Petrol,Highway,21,12
906,90,4,Petrol,City,1,13.27
1378,97,6,Petrol,Highway,2,14.83
1103,61,4,Diesel,City,9,16.6
867,187,4,Diesel,Highway,1,18.96
2209,55,6,Diesel,Highway,15,16.76
607,211,3,Petrol,City,15,12
1107,229,3,Diesel,City,24,12
1075,90,3,Diesel,Highway,25,16.42
1920,55,3,Diesel,Highway,2,20.8
763,179,4,Petrol,Highway,12,12.91
1084,64,3,Petrol,City,18,12
2220,194,5,Diesel,Highway,23,12.71
1695,65,5,Diesel,City,10,15.26
1166,205,3,Diesel,City,13,13.1
1504,134,5,Diesel,City,9,14.32
1158,249,5,Petrol,City,25,12
837,59,6,Diesel,City,3,17.6
1727,187,6,Diesel,City,23,12
1833,187,3,Diesel,City,22,12
1153,250,4,Petrol,City,8,12
1427,205,4,Petrol,Highway,14,12
1067,201,6,Diesel,Highway,24,13.58
2077,68,6,Petrol,City,24,12
1891,117,4,Petrol,Highway,24,12
985,233,3,Petrol,City,16,12
1374,244,4,Diesel,City,6,12.86
1447,91,4,Petrol,City,9,12
986,189,5,Diesel,City,21,12.01
1476,195,4,Petrol,City,4,12
858,200,6,Petrol,City,23,12
882,133,3,Diesel,City,19,13.89
2249,183,4,Diesel,City,24,12
2498,102,5,Petrol,City,15,12
639,147,6,Petrol,Highway,24,12
1085,91,6,Diesel,Highway,11,18.57
1528,243,5,Petrol,Highway,21,12
819,79,6,Diesel,Highway,10,19.52
1752,58,5,Diesel,City,8,15.65
1614,219,6,Diesel,City,3,13.11
1623,83,6,Petrol,City,19,12
2143,217,6,Petrol,Highway,4,12
1212,137,6,Diesel,Highway,13,16.87
1527,194,5,Petrol,Highway,9,12.02
1287,206,4,Diesel,Highway,21,14.17
2242,99,6,Petrol,Highway,22,12
1212,125,5,Petrol,City,20,12
859,226,5,Petrol,City,13,12
1589,250,5,Petrol,City,9,12
1565,238,4,Diesel,Highway,20,13.3
965,95,3,Petrol,City,19,12
2381,95,5,Diesel,Highway,16,15.72
2410,175,5,Petrol,City,18,12
1143,66,5,Diesel,Highway,19,17.64
1248,115,4,Petrol,City,17,12
2147,153,6,Diesel,Highway,12,15.31
1413,54,4,Petrol,City,11,12
1639,172,5,Diesel,Highway,24,13.7
1752,231,3,Petrol,City,17,12
1174,174,5,Petrol,City,6,12
1732,161,6,Petrol,City,15,12
1612,65,3,Diesel,Highway,2,21.13
2156,130,3,Diesel,Highway,14,16.17
1269,140,4,Petrol,City,3,12
868,184,4,Diesel,City,25,12
1785,185,6,Petrol,City,12,12
1883,121,4,Petrol,Highway,25,12
1523,145,6,Petrol,Highway,6,13.14
1725,160,3,Diesel,City,23,12
2129,131,3,Diesel,City,5,14.6
2358,87,3,Petrol,Highway,7,13.63
2194,103,6,Diesel,Highway,6,17.45
846,125,4,Diesel,Highway,21,16.58
2263,64,4,Petrol,City,19,12
2418,227,4,Petrol,Highway,14,12
2460,233,5,Diesel,Highway,18,12.44
2160,165,3,Petrol,City,21,12
730,58,3,Petrol,Highway,14,15.16
952,57,5,Diesel,Highway,8,20.61
795,159,3,Diesel,City,14,14.32
2416,196,3,Diesel,Highway,21,13.15
1529,100,5,Petrol,City,19,12
2289,249,3,Petrol,City,3,12
2005,234,4,Diesel,City,15,12
1621,245,5,Diesel,City,21,12
1244,80,3,Petrol,Highway,16,13.77
826,151,4,Diesel,City,25,12.41
1300,52,6,Diesel,Highway,15,18.3
2099,148,3,Petrol,Highway,14,12
2100,132,5,Petrol,Highway,15,12
864,92,4,Diesel,Highway,24,16.65
1995,78,6,Diesel,City,7,14.85
2109,59,6,Petrol,Highway,5,14.12
2057,189,3,Petrol,Highway,9,12
1245,95,6,Petrol,Highway,16,12.89
810,79,5,Petrol,City,2,13.23
2195,143,6,Diesel,Highway,22,13.7
2000,81,3,Petrol,Highway,23,12
2018,250,6,Petrol,Highway,7,12
2073,96,3,Diesel,Highway,12,17.46
1542,137,6,Diesel,City,16,12.91
1987,112,4,Diesel,City,4,15.12
2499,203,3,Petrol,City,2,12
1056,180,5,Diesel,City,17,12.71
1324,72,5,Petrol,City,17,12
2351,123,6,Petrol,Highway,3,12.94
1849,99,4,Diesel,City,16,13.64
1581,213,6,Petrol,City,23,12
1754,173,6,Diesel,Highway,5,16.65
1187,62,4,Diesel,City,7,16.82
1075,175,3,Petrol,Highway,13,12.69
2421,78,5,Petrol,City,9,12
1585,215,4,Petrol,Highway,8,12
1900,170,6,Diesel,Highway,1,17.2
755,139,3,Diesel,City,4,16.51
2383,182,6,Diesel,Highway,21,12.87
1841,197,3,Petrol,City,7,12
789,127,5,Diesel,City,11,15.05
2040,158,5,Diesel,City,8,13.31
1580,63,3,Diesel,City,8,16.29
2298,185,5,Petrol,Highway,20,12
2315,97,6,Petrol,Highway,11,12.34
1145,190,3,Petrol,Highway,7,13.18
640,73,6,Diesel,Highway,11,19.75
906,128,3,Diesel,Highway,18,17.31
1542,242,6,Petrol,City,25,12
937,211,5,Petrol,Highway,22,12
